"","Rating","Review","reviewDate","rating_year"
"233",10,"hell i dont even need to write a review for this movie everything was perfect but since i need 150 charecters i will give tiny details this movie has great great acting the story is beutiful and everything else is amazing","2010-09-08",2010
"234",10,"Oh I was there was a rating scale of more than 10 on Metacritic The Godfather Il Padrino Best Movie Ever Made No wonder it s on top 101 from my side if I was to score like a critic instead a user","2010-08-26",2010
"235",9,"this is a great film its basically the story of the old generation of the mob being taking over by the new younger generation great performances are done by all the story telling is pretty well done all be it there are some slow downsthis is a great film its basically the story of the old generation of the mob being taking over by the new younger generation great performances are done by all the story telling is pretty well done all be it there are some slow downs where things seem they drag on abit to long and gets alittle dull for the most part though its a entertaining story that will be wached for years to come Expand","2010-08-22",2010
"236",10,"Greatest movie of all time To those who believe the Metascore is off should probably read how scores are calculated They are WEIGHTED as in Variety the irrelevant little publication doesn t count for much Definitely deserves the 100","2010-02-16",2010
"237",10,"You talk about the realness here you find it honesly i can t say more because this movie more than more","2010-02-01",2010
"238",10,"I can not see what is wrong with this but i can see what is brilliant about it fabulous acting with rich enduring story telling how it tells you about the mafia with the Michael the son Al Pacino wanting a life for himself really gets I can not see what is wrong with this but i can see what is brilliant about it fabulous acting with rich enduring story telling how it tells you about the mafia with the Michael the son Al Pacino wanting a life for himself really gets you into heart with the idea of loosing family in the dangerous business of crime operations Expand","2010-01-22",2010
"239",3,"Masterpiece of The ratio of 10 ratings is a excellent example of how dependent peoples minds are on the status quo If you were to watch this movie without ever hearing about it you would most likely find it to be a well scripted dull Masterpiece of The ratio of 10 ratings is a excellent example of how dependent peoples minds are on the status quo If you were to watch this movie without ever hearing about it you would most likely find it to be a well scripted dull movie and nothing more Expand","2010-01-17",2010
"240",1,"Godfather isn t a terrible movie On the contrary its a movie with a ton of unrealized potential that executes with the grain","2010-01-16",2010
"241",9,"While it is long i would consider it a classic while it is brutal and violent and almost sadistic it has a well written story and amazing acting amplify a timeless crime drama","2010-01-03",2010
"242",5,"It s funny I just read Zach B s comment And guess what buddy I was born in 1994 So take that Anyway I thought this movie was okay I m sure it was good at the time but should it really be considered the greatest film of It s funny I just read Zach B s comment And guess what buddy I was born in 1994 So take that Anyway I thought this movie was okay I m sure it was good at the time but should it really be considered the greatest film of all time Films like Die Hard were good at the time and are STILL good today and yet no one considers THAT the greatest movie of all time Godfather in general seems very tame compared to many modern films such as Changeling I can understand why adults think it s the greatest film of all time but it just isn t my cup of tea I never did like classic films unless they have something good in them other then the fact that they re classic Expand","2009-12-30",2009
"243",10,"Wow The best movie I have ever seen Period If you have seen this movie you shouldn t be allowed to rate others because it will influence your rating so much Watch it","2009-12-29",2009
"244",10,"First time I have seen it I wasn t impressed at all not paying much attention Years later although I have just learned english in highschol I have watched the trilogy online also looking at the script then I have read it every First time I have seen it I wasn t impressed at all not paying much attention Years later although I have just learned english in highschol I have watched the trilogy online also looking at the script then I have read it every fan should a lot more in depth and also all the other novels by Mario Puzo I could find online It changed my life and I have to continue watching them once in a while to bring the feelings back Expand","2009-11-30",2009
"245",10,"By far the best movie of all time and every other film in the genre tries to live up to the standard of this movie they all fall short","2009-11-29",2009
"246",10,"There will be never a mob movies so well made This show us how the Mafia is organized with an amazing attention to detail They really turned it into something that is human It is not like other mob movies from the latest years that is There will be never a mob movies so well made This show us how the Mafia is organized with an amazing attention to detail They really turned it into something that is human It is not like other mob movies from the latest years that is just a bunch of killing scenes without any sense And Marlon Brando acting is the best I ever had the opportunity to see He is a man that is cold when needed but that show his emotions when talking about family He shows us that even a mobster isn t much different from the common people I think that above everything this movie is about family although being an mob family Expand","2009-11-25",2009
"247",10,"I love this movie I don t think it is too long I think it has subtle layers to define the whole story If this isn t the best movie ever it is in a short list at the top","2009-11-23",2009
"248",10,"this is a great movie Most people who do not realize this are simply unable to grasp the complex themes and ideas it conveys While the are entitled to their own opinions I feel that they should just stop wasting their time bashing a this is a great movie Most people who do not realize this are simply unable to grasp the complex themes and ideas it conveys While the are entitled to their own opinions I feel that they should just stop wasting their time bashing a masterpiece and go watch some Micheal Bay movie and call it the s t Expand","2009-11-10",2009
"249",10,"I have to agree that this is the finest piece of cinema ever made Fantastic acting performances an enthralling deep story and all the atmosphere of a childhood Christmas In my opinion anyone who gives this less than a 9 either I have to agree that this is the finest piece of cinema ever made Fantastic acting performances an enthralling deep story and all the atmosphere of a childhood Christmas In my opinion anyone who gives this less than a 9 either didn t understand the movie never saw it or is just being too elitist to recognise greatness I for one still get chills when the theme music fades in as I load up the DVD yet again A show case in how to make a classic It saddens me that great art such as this is called borin lol Epitomises the word epic Nothing bar its successor comes even moderately close Expand","2009-11-09",2009
"250",10,"People who rate this less than a 9 clearly haven t the first idea about filmmaking and probably think Micheal bay is the worlds greatest director go watch transformers and for all you who says its shit the godfather not everybody People who rate this less than a 9 clearly haven t the first idea about filmmaking and probably think Micheal bay is the worlds greatest director go watch transformers and for all you who says its shit the godfather not everybody can just switch there brain off and watch a movie that has only 1 purpose and that s line already rich studio dickheads pockets with more money the likes of saw transformers all that eye candy retard shit has nothing to do with the art and craft of filmaking nothing to do with an artists vision but instead its just a cash cow if you don t like the likes of transformers and that shit than your a slave art is about an artists vision an what he or she wants to show you and wants to say not what they think you wanna c u idiots probably think prison break and 24 are better than the wire and the sopranos Expand","2009-11-06",2009
"251",10,"What the hell is wrong with kids these days The Godfather is the daddy of all movies The Godfather is hands down to greatest movie ever seen on a TV anywhere in the world ever That was misspelled horribly I am sorry But The Godfather is What the hell is wrong with kids these days The Godfather is the daddy of all movies The Godfather is hands down to greatest movie ever seen on a TV anywhere in the world ever That was misspelled horribly I am sorry But The Godfather is amazing so up yours kids Expand","2009-10-14",2009
"252",10,"One of the best movies ever made and anyone who says other wise was most likely born after 1995","2009-10-11",2009
"253",10,"The greatest movie I have ever seen Strong realistic character development complex plot analytical evaluation of human nature twists classical depiction of mafia characteristics with great casting including one of the greatest The greatest movie I have ever seen Strong realistic character development complex plot analytical evaluation of human nature twists classical depiction of mafia characteristics with great casting including one of the greatest performance in world history by Marlon Brando and career making performance by Al Pacino and directed by one of the greatest visionary director Francis Ford Coppola makes this film not only the greatest gangster movie of all time but also the greatest movie of all time Reading the comments of other users I have found that some people rated it very poorly even some gave the movie 0 They think giving the movie 10 rating makes it overrated But for them I want to say that either they haven t understood the movie or haven t actually watched the movie Considering public rights it can be said that anyone can give any rating in their accordance but giving this movie 0 rating is a social insult in my opinion Many people think Scarface and Goodfellas are better than this film But I strongly believe that Scarface has neither strong character development nor any good story Yes it has some cheesy lines and some eye candy violence which makes it a notable gangster also a reason is that it is based on a true character film but definitely not a great film And yes Goodfellas is a great film the characters of the film are all villainous in nature They don t appeal the sympathy of mass Along with it neither have the classical approach as The Godfather has nor had any complicated story which the viewer will go on thinking long after the movie as The Godfather So I think rating this movie 10 is just Expand","2009-09-19",2009
"254",10,"The greatest movie ever made The only blockbuster ever produced for thinking adults All the performances are outstanding and the direction is peerless Manages to turn a good summer novel into a dark brooding masterpiece","2009-08-31",2009
"255",10,"The greatest movie of ALL time hands down those who dislike know nothing about cinema","2009-08-30",2009
"256",4,"The first part is ok but kept falling asleep for the rest of it and never even made it to part three One of the most boring movies I ve ever tried to sit through","2009-08-26",2009
"257",10,"Bob N is an idiot This movie is great And by saying that I don t mean great as in good movie I mean great as in a movie revolutisionizing every aspect of the gangster genre A lot of people thinks it s too long Too much Bob N is an idiot This movie is great And by saying that I don t mean great as in good movie I mean great as in a movie revolutisionizing every aspect of the gangster genre A lot of people thinks it s too long Too much movie to handle but with a little patience and a mature mind you are sure to find this movie exciting and unlike anything else Fantastic Expand","2009-08-22",2009
"258",10,"An incredible piece of work easily one of the best movies ever made if you put this up against modern movies like American gangster or the new star wars series this will wipe the floor with them","2009-08-18",2009
"259",10,"I think it is a good learning experience reading user comments for movies It shows that there will never be a unanimous consensus on greatness Some will always disagree However most of those who disliked the movie are clearly very young I think it is a good learning experience reading user comments for movies It shows that there will never be a unanimous consensus on greatness Some will always disagree However most of those who disliked the movie are clearly very young If you say a movie like Donnie Brasco or untouchable or Scarface is better you fail to realize that these movies owe there inspiration to the Godfather Sooo many movie makers were influenced byu the Godfather that if you see the movie too late in your movie watching life maybe you just can t get it I saw the movie growing up and have watched it many many times and am still mesmerized by its greatness believe me I was watching it long before it was apparently trendy to like it Me and my high school buddies would have Godfather movie nights well over 20 years ago and loved them with no preconceived notions other than we loved them As a teenager I liked Scarface it was amusing but even then i knew it is no where near the movie that Godfather is I guess I am just fascinated by the diversity of human opinions Rarely will everyone agree when it comes to personal taste However if you can t see the effort thought and artistic care put into the Godfather I suppose it is one s loss Thankfully there are endless movies out there to be enjoyed Expand","2009-08-18",2009
"260",10,"I think the grammar inaccuracies lack of spelling prowess and vapid intellectual acumen of those who gave this film a bad rating prove just how good it is simply the best film ever made I admit Return of the King is a close second but","2009-08-14",2009
"261",10,"Really one of the greatest films of all time I don t need to add more","2009-08-13",2009
"262",10,"Although not my favorite movie of all time I acknowledge it as being perhaps the best movie of all time The acting is spectacular Marlon Brando giving an excellent performance and Al Pacino before he becomes the boss is outstanding as Although not my favorite movie of all time I acknowledge it as being perhaps the best movie of all time The acting is spectacular Marlon Brando giving an excellent performance and Al Pacino before he becomes the boss is outstanding as well At around 175 minutes it is a very long movie and at some points does drag on a little unnecessarily but these moments are very rare and all of this comes together to form probably the best movie of all time Expand","2009-08-13",2009
"263",10,"THe Godfather is a brilliant piece of work and those who see it as dull and boring have no taste for Drama If entertainment means bullets flying at every second than The Gadfather was not the choice for you","2009-08-11",2009
"264",8,"Classical and unboring movies","2009-08-05",2009
"265",5,"Godfather is NOT the best film ever made waiting for the plague Highly over praised It is exactly like Apocolypse Now has moments of greatness but holy crap is it boring Brando is commical Pacino is Pacino starring as Pacino in the Godfather is NOT the best film ever made waiting for the plague Highly over praised It is exactly like Apocolypse Now has moments of greatness but holy crap is it boring Brando is commical Pacino is Pacino starring as Pacino in the role of Pacino I think people love this film soley due to the title Godfather Imgaine if the film was called Second Cousin or Younger Sister Nope had to go with God Anyways yeah this movie it s an overbloated corpse floating in an L A drain pipe interesting to look at but not for too long Expand","2009-07-29",2009
"266",10,"This movie is a classic and the greatest movie of all time in my opinion Coppola creates not only some of the greatest moments in film history but also creates characters that have amazing depth only surpassed by literary works Despite This movie is a classic and the greatest movie of all time in my opinion Coppola creates not only some of the greatest moments in film history but also creates characters that have amazing depth only surpassed by literary works Despite being long not a single piece of dialogue is wasted It is a masterpiece of art not just film To the negative reviews just rate it on it s merits not some feeling it s overrated As to the Metascore read their rating system They weight specific reviews and then normalize With their system it s gets a 100 This is one of the few films ever made that deserve such a rating Expand","2009-07-24",2009
"267",10,"This is literally the perfect film there is no other way someone logical can put it","2009-07-22",2009
"268",10,"The Godfather is incredible Francis Ford Coppola has made a one of a kind movie All actors score big on the screen","2009-07-06",2009
"269",10,"I am an aspiring Director and my works are all fresh until one day I watched this Film and after that I needed to clearly define my approach to the Films to stop imitating The Godfather This Film has set huge standards in film I am an aspiring Director and my works are all fresh until one day I watched this Film and after that I needed to clearly define my approach to the Films to stop imitating The Godfather This Film has set huge standards in film making A very Influential Movie on all dimensions Expand","2009-06-22",2009
"270",10,"Greatest movie ever Al Pacino and Marlon Brando were excellent","2009-05-09",2009
"271",10,"Plague on the houses of those who claims The Godfather is NOT the best movie of all time","2009-03-17",2009
"272",10,"Possibly the best movie Ive ever seen Excellent","2009-02-22",2009
"273",10,"Brilliant performances by Al Pacino Marlon Brando James Caan and Robert Duvall This is one of the greatest films of all time","2009-02-19",2009
"274",10,"One of the best of the 1970 s after Taxi Driver Mean Streets McCabe Mrs Miller","2009-02-08",2009
"275",10,"I think this the best movie ever made Ths is the 1 in gangster films 1 in movies all around THIS IS THE BEST MOVIE EVER","2009-01-21",2009
"276",10,"Possibly the best movie ever made","2009-01-11",2009
"277",3,"Too overrated either the the revievers were paid to give it good scores or they were threatened by the mob","2009-01-11",2009
"278",5,"Good movie but a bit over rated I do not think it deserves a 100 score","2009-01-09",2009
"279",10,"This has to be among the greatest movies ever made I don t think any of the sequels even come close although I hear many prefer part II Every scene is memorable","2009-01-06",2009
"280",10,"A great set of movies The new blu ray version s are worth picking up","2008-12-17",2008
"281",10,"What s there to say A perfect movie that I was accustomed to watching on VHS or cable both of which had the color washed out The DVD release has the color beautifully restored the color alone allows you to rediscover The Godfather What s there to say A perfect movie that I was accustomed to watching on VHS or cable both of which had the color washed out The DVD release has the color beautifully restored the color alone allows you to rediscover The Godfather again The special features are fantastic Coppola walks you through the movie slowly and expertly The deleted scenes are wonderfully shot What s not to love Expand","2008-09-04",2008
"282",0,"Completely over rated nuff said","2008-08-13",2008
"283",10,"The greatest and most influential mob movie ever Even after 36 years nothing bar its sequel and Scorsese s Goodfellas have come close to matching its absolute perfection","2008-08-08",2008
"284",8,"Goodness gracious me it is not the best movie ever made Sure it s on the top 10 list but not the number 1 greatest at least for me The Godfather was a brilliant and outstanding setup for Part II and for that It was good There Goodness gracious me it is not the best movie ever made Sure it s on the top 10 list but not the number 1 greatest at least for me The Godfather was a brilliant and outstanding setup for Part II and for that It was good There really was no big storyline to it though Part II there were many thing happening But The Godfather just had Marlon Brando walkin around saying random things with his somewhat annoying but kick ass voice It was just family problems Oh no Michael was sent to prison Johnny was murdered and Michael took over the family business In a nutshell that s all it really was But it sure was a good movie A beautiful amazing setup for Part II It s worth watching but you have to be In the mood and when you are you ll find the picture breathtaking Sometime you wonder if they even made it in 72 thinking they did it sometime in the 90s But the film was very well done Expand","2008-08-07",2008
"285",10,"Simply put awesome movie","2008-08-06",2008
"286",10,"I saw this movie when it first came out and it s been my favorite movie of all time The key to the story line is how the family loves each other even though the business they are in is violent The story line is the best part No other I saw this movie when it first came out and it s been my favorite movie of all time The key to the story line is how the family loves each other even though the business they are in is violent The story line is the best part No other movie has come close to having all that this one has to offer Expand","2008-07-18",2008
"287",10,"A despite of the boring beginning the plot gains more and more emotion while the story is being told At the end you look back and realize this was one of the best movies ever","2008-06-28",2008
"288",6,"Over rated WOW Was that booooooring Only reason it has a decent score is because i guess it was one of those boring movies that you don t like but since everyone thinks they re good Its good But it s not really good","2008-06-28",2008
"289",9,"The best gangland movie ever made","2008-06-24",2008
"290",10,"Best movie ever","2008-06-21",2008
"291",10,"Brilliant","2008-06-21",2008
"292",10,"Brilliant film perfectly juggling the strong racial themes of the italian mafia with the deep meaningful knowledge they are just men playing a deadly game","2008-06-21",2008
"293",0,"very very over rated movie and could not get into it i would give it a 7 but beacsue its supposed to be the best movie of all time and kinda sucked it get 0 points from me","2008-06-09",2008
"294",9,"It","2008-05-29",2008
"295",8,"I like the film but I still think it s overrated In my opinion it s a great gangster movie with excelent actors and a cool story However I don t think that this is the best movie ever as some parts of it are simply too I like the film but I still think it s overrated In my opinion it s a great gangster movie with excelent actors and a cool story However I don t think that this is the best movie ever as some parts of it are simply too long I like it but it doesn t blow my mind Expand","2008-05-11",2008
"296",9,"While perhaps not the greatest movie of all time despite it s rank as such among many it is in the top 5 Marlon Brando plays the almost sympathetic character very well My biggest qualm is I just felt the turn of Al Pacino was a While perhaps not the greatest movie of all time despite it s rank as such among many it is in the top 5 Marlon Brando plays the almost sympathetic character very well My biggest qualm is I just felt the turn of Al Pacino was a little quick to happen It seems to me he went from nice kid to sociopath way more unhinged than his dad almost overnight Still an incredible movie and cinematic experience Expand","2008-05-08",2008
"297",10,"this movie is perfect just for the LOOSERS that do not not understand a msterpice go ahead and see some homo intented film like the lord of the rings","2008-04-30",2008
"298",10,"Great Movie","2008-04-21",2008
"299",9,"It s a very good movie It is perfect the acting of Marlon Brando Robert Duvall James Caan etc I love this movie but I don t now why it s one of the better movies of all time I recommend it","2008-04-11",2008
"300",10,"Superb movie Not bored for even a second Marlon Brando Al Pacino and James Caan as also Robert Duvall all were superb immortal classic","2008-04-07",2008
"301",10,"One of the best films ever made You dont need to like the genre to acknowledge its one of the best","2008-03-27",2008
"302",10,"I finally got to see this movie yesterday and it was great Even after all the cliches it caused","2008-02-03",2008
"303",7,"THE most overrated movie ever Ya it has a nice story and a nice set of actors But it s way to long Some of you are saying that if others dont agree this is the greatest movie ever there a moron Lol This movie is not all that THE most overrated movie ever Ya it has a nice story and a nice set of actors But it s way to long Some of you are saying that if others dont agree this is the greatest movie ever there a moron Lol This movie is not all that Scarface is better More action a good story long but not to long The only reason people are saying this is the greatest ever is because there trying to follow the crowd Expand","2008-02-03",2008
"304",10,"It has to be said that not everyone will agree on a film and critics do tend to overrate films like this I have to say though this film is something else Im only 17 not part of the baby boomer generation and this film was just It has to be said that not everyone will agree on a film and critics do tend to overrate films like this I have to say though this film is something else Im only 17 not part of the baby boomer generation and this film was just something else It s not perfect but it s definately one orf the greatest films ever made and the tension and shocks in some of the scenes are incredible Last point anyone who considers the characters unlikeable did you skip scenes Al Pacino s slow descent into a life that he doesn t wants Marlon Brando s performance as a mob leader who uses logic and politics rather than murder plus his last scene with his grandson wow Expand","2008-02-02",2008
"305",6,"Not for everyone It certainly doesn t deserve a 0 but it wasn t one of my favorite movies of all time You really have to be interested in the genre I tried watching it for the full 3 hours but couldn t I found it pretty Not for everyone It certainly doesn t deserve a 0 but it wasn t one of my favorite movies of all time You really have to be interested in the genre I tried watching it for the full 3 hours but couldn t I found it pretty boring despite fantastic acting People will probably assume that I like bloody mindless action movies which isn t true I love classic films but found this to be a bit tedious Watching it in segments helps but make sure that you don t do anything else that will distract you from the movie reading a magazine talking on the phone etc as you really need to be paying attention for 100 of the movie to fully understand it Expand","2008-01-13",2008
"306",1,"The most overrated and boring thing i have ever seen It was just a bunch of stuff that happened for three hours No point no meaning no feeling Get off the bandwaggon","2008-01-09",2008
"307",10,"What a movie what a cast I love this flick so much it blows me away every time I watch it James Caan at the toll booth is one hell of a scene Best movie ever made anywhere It even pips Kubricks 2001 no mean feat","2008-01-08",2008
"308",8,"Its a slow and very long movie but patience is a virtue This is not a movie for the impatient people This is an instant classic movie that has a great moral story and all Italians will love this movie Marlon Brando was perfect for the role Its a slow and very long movie but patience is a virtue This is not a movie for the impatient people This is an instant classic movie that has a great moral story and all Italians will love this movie Marlon Brando was perfect for the role of the Don The acting dialog and action was brilliant Its the second best movie ever made after Scarface Expand","2007-12-30",2007
"309",10,"This is truly the greatest movie ever made a hallmark in American Cinema Al Pacino s class is unsurpassable He is the greatest anti hero actor i have ever seen","2007-12-15",2007
"310",10,"Any ratings of below 8 are ridiculous i e little kids giving it a 0 10 Morons This movie is an instant classic with a riveting storyline and plenty of action If you don t like the atmosphere of the movie like many of the reviews I Any ratings of below 8 are ridiculous i e little kids giving it a 0 10 Morons This movie is an instant classic with a riveting storyline and plenty of action If you don t like the atmosphere of the movie like many of the reviews I have read here please go and watch Grease Or just go away Expand","2007-12-14",2007
"311",10,"First of all i want to start by saying that i didn t like it the first time i saw it really I was confused and even a bit pissed i was like so this is the one of the greatest movie ever and that s exactly the problem this First of all i want to start by saying that i didn t like it the first time i saw it really I was confused and even a bit pissed i was like so this is the one of the greatest movie ever and that s exactly the problem this movie among others can have it s reputaion I remember i had high anticipation and was very excited and eager when i started wathcing and that distracted me and totally ruined the experience Then later i accidently found it starting on TV As i didn t like it before i didn t plan to watch but actually a few minutes later i was INTO IT till it ended Don Corleone then the door shuts i LOVE that moment that i have to mention it That doesn t count as a spoiler right i wanted to say something like whoa but i was speechless So what was different this time well i was relaxed with a clear mind no anticipation no distraction i was just enjoying a movie and what a movie it is I ve seen it many times since and a good way to seperate the really great movies from the just ok is how they stand repeated viewings i ve found that many movies i liked lose their appeal or even make me wonder i liked that BS but the truly great movies get better and The Godfather is one of these So for all the those who are confused about it or don t know why it s praised i understand where you re coming froml you may want to be a little more open minded and see it again Or maybe wait till you get a little older watch more movies and know more about filmmaking if you re too young i was 16 when i first saw it i m now 20 and i view movies very differntly now Now there s no point in talking about the movie itself you can find thousands of reviews all over the web and i won t add anything new when i say how perfect it is I just wanted to tell my experience maybe someone find it useful By the way about the whole best greatest film ever i don t think there s such one but giving it a 0 without giving valid reasons or arguments is just a sign of immature behavior Another thing i m not surprised with people who say Scarface is superior i know how many hardcore gangstas wiggers badasses and tough teens surf the net Scarface is entertaining and i like it but it has too many flaws form a very simple story to thin characters to over the top botched action scenes It is probably remembered for the memorable lines Tony Montana is a VERY FLAT character compared to Michael Corleone and Scarface lacks the depth and complexity of The Godfather maybe that is the point Expand","2007-12-13",2007
"312",10,"The acting was so incredible in this movie it wouldn t matter what the plot or story was","2007-11-27",2007
"313",9,"It s disappointing that some kids want to be rebellious and give it a 0 because as the last reviewer said nothing s perfect so nothing is so bad its 0 I do not believe this is the best movie I ve seen i enjoyed goodfellas It s disappointing that some kids want to be rebellious and give it a 0 because as the last reviewer said nothing s perfect so nothing is so bad its 0 I do not believe this is the best movie I ve seen i enjoyed goodfellas more along with a few others Saw Old School but this is the classic and will always live on So if you re in a rebellious mood please do not review it s a waste of time for you and any person who reads it Expand","2007-10-29",2007
"314",10,"This is the best movie i have ever seen in my life People knew that back in the 70 s and still today it is unmatched in quality and realism The length of the movie was perfectly acceptable otherwise we would never get the whole story This is the best movie i have ever seen in my life People knew that back in the 70 s and still today it is unmatched in quality and realism The length of the movie was perfectly acceptable otherwise we would never get the whole story Anyone and i mean anyone who gives this movie lower than 5 should be watching bio dome and should be banned from any movie rating sites Expand","2007-10-15",2007
"315",10,"Ultimatest movie ever if you don t think so your a moron","2007-10-14",2007
"316",10,"If you gave this a 0 you are the ones that love movies like Baby Geniuses 1 and 2 This movie was great and you have bad taste","2007-10-01",2007
"317",10,"Greatest American epic ever Quite simply American cinema s finest moment","2007-09-26",2007
"318",0,"Ok if by 100 you mean its worth seeing if you get paid 100 dollars but I would not even see it again for that much worse time of my life and the only reason i didn t leave is because it was raining out side This movie was the worse I Ok if by 100 you mean its worth seeing if you get paid 100 dollars but I would not even see it again for that much worse time of my life and the only reason i didn t leave is because it was raining out side This movie was the worse I hope critics get shot for saying other wise Expand","2007-09-25",2007
"319",10,"The Best Film ever without a doubt If you haven t watched it you cannot function in popular culture","2007-09-25",2007
"320",0,"This movie sucks","2007-09-04",2007
"321",10,"I first saw this movie when I was 18 a few years ago in 2003 and I loved it This is a movie that will never get old Everything in this movie is at its best From the acting and music to the story it s self This gangster story is the I first saw this movie when I was 18 a few years ago in 2003 and I loved it This is a movie that will never get old Everything in this movie is at its best From the acting and music to the story it s self This gangster story is the best of the best and is also one of the all time greatest movies Expand","2007-08-25",2007
"322",9,"I will give it a nine because nothings perfect But it is a great movie people who put 0 s and 1 s are retarded sure there are better movies out there but who s comparing someone even brought up Scarface as being the I will give it a nine because nothings perfect But it is a great movie people who put 0 s and 1 s are retarded sure there are better movies out there but who s comparing someone even brought up Scarface as being the better movie please that was garbage compared to this Overall the story and characters were perfect yeah it s long and has a lot of story to it but thats what I loved about it I don t agree w the 100 rating on metacritic because its almost impossible to get a perfect score on here But it is a great movie better than the stuff the industry is pushing now Expand","2007-08-01",2007
"323",9,"Ryan J if Godfather is a 0 how would you rate Bio Dome I bet you re real proud of yourself giving the highest rated movie on Metacritic a zero rating","2007-07-31",2007
"324",10,"Someone please kill ryan j You deserve to be stabbed repeatedly in the eyeball with a rusty soldering iron The godfather is the classic perfect movie period It stands with the best movies such as pulp fiction goodfellas ect So ryan Someone please kill ryan j You deserve to be stabbed repeatedly in the eyeball with a rusty soldering iron The godfather is the classic perfect movie period It stands with the best movies such as pulp fiction goodfellas ect So ryan think b4 you give a movie a 0 u stupid retard Expand","2007-07-21",2007
"325",10,"It is one of the greatest movies ever All aspects of this movie are brilliant Almost every scene is a masterpiece Al Pacino s acting in Godfather Part 1 and 2 has to be among the best in the history of movies In particular he is so It is one of the greatest movies ever All aspects of this movie are brilliant Almost every scene is a masterpiece Al Pacino s acting in Godfather Part 1 and 2 has to be among the best in the history of movies In particular he is so real and believable in the scene at the restaurant in the Bronx Expand","2007-07-20",2007
"326",10,"This film is one of my all time favorites and this film has Marlon Brando in in my opinion one of his best roles A must see for any one who can watch it","2007-07-20",2007
"327",0,"I don t know where all of you get off Oh I like The Godfather you know and The Beatles and bread and water and breathing please can we get out of the mentality that we have to venerate this movie Sure Watch it once Recall I don t know where all of you get off Oh I like The Godfather you know and The Beatles and bread and water and breathing please can we get out of the mentality that we have to venerate this movie Sure Watch it once Recall that the baby boomer generation will revere it until they die off I say at that point we don t show this movie to kids born in the 21st century next Expand","2007-07-18",2007
"328",8,"I ve only ever seen bits of it and its ok but i read a comment from James K who said Did not care for it It insists upon itself and had to say is that not from family guy when they are in a panic room like setting and peter says that I ve only ever seen bits of it and its ok but i read a comment from James K who said Did not care for it It insists upon itself and had to say is that not from family guy when they are in a panic room like setting and peter says that about the godfather Expand","2007-07-16",2007
"329",10,"One of the greatest of the best films of all time a true masterpiece","2007-06-28",2007
"330",9,"Not what every critic hypes it up to be but it s still well done as far as acting and writing By the way in response to a random comment by Mike C global warming and fox news have nothing to do with movies and global Not what every critic hypes it up to be but it s still well done as far as acting and writing By the way in response to a random comment by Mike C global warming and fox news have nothing to do with movies and global warming s been proven to be fake by many scientists they just can t go too public with it or people like you threaten to kill them not making that up it s actually happened to a guy Expand","2007-06-26",2007
"331",10,"Excellent movie","2007-05-21",2007
"332",10,"The movie is perfect Everyone who gave it a 0 are probably the same people that watch Fox News and think global warming is fake so there is no point in arguing Either you know movies or you don t","2007-05-20",2007
"333",10,"Coppola s playfulness is given full reign in several imaginatively retro montage sequences Newspaper headlines pass over shots of hands passing the spaghetti bowl at one of those impromptu feasts that nourished the underworld Equally Coppola s playfulness is given full reign in several imaginatively retro montage sequences Newspaper headlines pass over shots of hands passing the spaghetti bowl at one of those impromptu feasts that nourished the underworld Equally potent is the quick cutting between images of Michael at the baptism of a godchild promising a priest that he will renounce Satan at the same time that his enemies are being gorily gunned down all over town Coppola knew how to create monsters Michael and his father and make us gleefully root for their triumph Michael especially monstrous because with his education and early vow to stay clear of the family business his slow evolution into cold blooded killer seems more unforgivable The collaboration between director and actor here is magical We actually see Michael s face go deader as the movie progresses and his eyes seem to narrow as if Michael can no longer bear what he sees around him and himself If you ve only viewed The Godfather on television you owe it to yourself to go out and see it on the big screen Expand","2007-05-03",2007
"334",10,"Puzo he forged an epic tragedy about America capitalism family greed treachery and love He showed us","2007-05-03",2007
"335",10,"Absolutely unmatched in its immersiveness The opening wedding sequence is possibly the finest exposition of any film I ve ever seen This is a film that needs to be shown on the big screen every couple of years","2007-05-03",2007
"336",10,"This movie is the best ever and it shows its cinematic screenplay brilliance as well as its incredible dynamic script a great amazingly told storytelling and a remarkable cast Marlon Brando and Al Pacino star in this four star crime drama","2007-05-03",2007
"337",0,"Did not care for it It insists upon itself","2007-05-01",2007
"338",5,"This movie isn t what i expected I couldn t sit and watch it for 3 hours true the acting was good but its 3 hours of boredom if you ask me","2007-04-08",2007
"339",10,"My absolute FAVORITE movie ever Anyone with even a little bit of patience and an IQ over room temperature will recognize that this is an absolutely incredible movie I honestly cannot think of any flaws even minor ones","2007-03-23",2007
"340",10,"Truly a dark masterpiece with so many famous scenes and lines it passed directly into screen legend status Created a genre of movies","2007-03-19",2007
"341",10,"This movie is possibly the best movie off all time It has all of the element of a great timeless classic It has big stars soon to become big stars a great director and an amazing plot It rightly deserves to be number one","2007-03-17",2007
"342",10,"If this movie seems slow to you you ve probably been watching too much contemporary television This is how movies ought to be paced organically and earning their progress When The Godfather is slow it s because it s If this movie seems slow to you you ve probably been watching too much contemporary television This is how movies ought to be paced organically and earning their progress When The Godfather is slow it s because it s trying to share something with us either a nuance or a bit of great acting that deserves a few more seconds of screen time The cast is amazing The score is famous for a reason Its scenes became cliche for a reason It won t make you feel better about the world but damn is this a great example of storytelling Expand","2007-03-04",2007
"343",10,"Perfect","2007-03-03",2007
